   7.3645600e+05	   2.4100000e+00	   2.1457569e+01	  -1.0100000e+02	  -7.9000000e+01	
   7.3645604e+05	   3.1600000e+00	  -4.3682429e-02	  -2.3100000e+02	  -2.1800000e+02	
   7.3645608e+05	   2.8500000e+00	  -5.0990729e-02	  -2.1000000e+02	  -2.3900000e+02	
   7.3645613e+05	   2.8000000e+00	  -3.7810685e-02	  -2.0200000e+02	  -1.8500000e+02	
   7.3645617e+05	   2.9600000e+00	   3.0916137e-01	  -1.3800000e+02	  -1.2500000e+02	
   7.3645621e+05	   3.1200000e+00	   5.0485208e+01	  -9.1000000e+01	  -1.1000000e+01	
   7.3645625e+05	   3.1500000e+00	   1.6208377e+02	   1.4100000e+02	   3.5000000e+01	
   7.3645629e+05	   3.2400000e+00	   3.1083130e+02	   1.8600000e+02	   2.2000000e+02	
   7.3645633e+05	   1.8500000e+00	   9.0985583e+02	   9.9000000e+01	   5.7000000e+01	
   7.3645638e+05	   1.4600000e+00	   1.0705379e+03	   1.6700000e+02	   2.6200000e+02	
   7.3645642e+05	   1.7500000e+00	   1.0768224e+03	   4.7000000e+01	   1.2200000e+02	
   7.3645646e+05	   1.4200000e+00	   1.9928890e+03	   5.8000000e+01	   1.0300000e+02	
   7.3645650e+05	   1.6000000e+00	   1.9898125e+03	  -2.8000000e+01	  -8.6000000e+01	
   7.3645654e+05	   1.4600000e+00	   1.8467117e+03	  -1.6600000e+02	  -1.1400000e+02	
   7.3645658e+05	   1.6700000e+00	   1.7107673e+03	  -2.4300000e+02	  -2.1800000e+02	
   7.3645663e+05	   1.5400000e+00	   1.4007319e+03	  -2.1600000e+02	  -1.8600000e+02	
   7.3645667e+05	   2.5400000e+00	   1.0145252e+03	  -1.1800000e+02	  -1.4600000e+02	
   7.3645671e+05	   2.9800000e+00	   6.9990320e+02	  -4.0000000e+00	   1.8000000e+01	
   7.3645675e+05	   3.8100000e+00	   9.3581640e+01	   1.0400000e+02	   1.0800000e+02	
   7.3645679e+05	   3.0700000e+00	   7.2810966e-01	   2.1200000e+02	   2.4600000e+02	
   7.3645683e+05	   3.9200000e+00	  -3.7964104e-02	   1.8700000e+02	   2.7700000e+02	
   7.3645688e+05	   3.1200000e+00	  -3.7336483e-02	   2.1300000e+02	   2.8800000e+02	
   7.3645692e+05	   3.5100000e+00	  -6.1116349e-02	   1.8100000e+02	   1.9100000e+02	
   7.3645696e+05	   3.5300000e+00	  -5.6095380e-02	   9.4000000e+01	   2.0300000e+02	
   7.3645700e+05	   3.7500000e+00	  -6.7936499e-02	  -2.0000000e+01	   4.0000000e+00	
   7.3645704e+05	   3.5400000e+00	  -5.4254358e-02	  -7.6000000e+01	  -1.4100000e+02	
   7.3645708e+05	   3.5600000e+00	  -4.5983707e-02	  -1.5200000e+02	  -1.4900000e+02	
   7.3645713e+05	   3.5800000e+00	  -5.3905680e-02	  -2.5200000e+02	  -2.1600000e+02	
   7.3645717e+05	   3.2500000e+00	   2.4391523e-01	  -1.4600000e+02	  -1.4000000e+02	
   7.3645721e+05	   3.2100000e+00	   1.3163119e+02	  -8.9000000e+01	  -6.9000000e+01	
   7.3645725e+05	   3.7500000e+00	   3.7250882e+02	   1.9000000e+01	   0.0000000e+00	
   7.3645729e+05	   3.9600000e+00	   3.7034649e+02	   1.0700000e+02	   1.1100000e+02	
   7.3645733e+05	   4.8100000e+00	   3.5171949e+02	   1.5100000e+02	   1.7200000e+02	
   7.3645738e+05	   4.4700000e+00	   2.4196953e+02	   1.9400000e+02	   1.2000000e+02	
   7.3645742e+05	   3.8600000e+00	   4.6874135e+02	   2.2400000e+02	   2.0100000e+02	
   7.3645746e+05	   2.1800000e+00	   9.8385297e+02	   1.9400000e+02	   1.1400000e+02	
   7.3645750e+05	   4.1500000e+00	   3.8826624e+02	   1.2500000e+02	   1.1100000e+02	
   7.3645754e+05	   3.2400000e+00	   7.6235708e+02	  -2.2000000e+01	  -8.0000000e+01	
   7.3645758e+05	   4.5300000e+00	   2.9306274e+02	  -1.7300000e+02	  -1.1100000e+02	
   7.3645763e+05	   4.0900000e+00	   2.2380198e+02	  -2.0300000e+02	  -1.8200000e+02	
   7.3645767e+05	   4.4100000e+00	   1.1950884e+02	  -1.8700000e+02	  -1.9800000e+02	
   7.3645771e+05	   4.5800000e+00	   8.5829799e+01	  -1.0900000e+02	  -1.1500000e+02	
   7.3645775e+05	   4.1200000e+00	   1.8749602e+01	  -3.3000000e+01	   1.2000000e+01	
   7.3645779e+05	   3.7400000e+00	   1.2252625e-01	   9.1000000e+01	   1.3200000e+02	
   7.3645783e+05	   4.9200000e+00	  -4.6932112e-02	   1.4400000e+02	   2.2400000e+02	
   7.3645788e+05	   3.9600000e+00	  -5.2050711e-02	   2.3400000e+02	   2.4500000e+02	
   7.3645792e+05	   3.6400000e+00	  -4.1018527e-02	   2.5300000e+02	   3.2700000e+02	
   7.3645796e+05	   3.7400000e+00	  -5.2092552e-02	   1.5300000e+02	   2.0900000e+02	
   7.3645800e+05	   3.5500000e+00	  -4.4895830e-02	   6.1000000e+01	   1.2200000e+02	
   7.3645804e+05	   3.5800000e+00	  -5.2357548e-02	  -3.5000000e+01	   8.0000000e+00	
   7.3645808e+05	   3.7200000e+00	  -4.7448156e-02	  -1.4200000e+02	  -1.8700000e+02	
   7.3645813e+05	   4.1300000e+00	  -4.9205495e-02	  -2.0100000e+02	  -1.8300000e+02	
   7.3645817e+05	   3.3600000e+00	   1.7373930e-01	  -2.3600000e+02	  -2.2700000e+02	
   7.3645821e+05	   3.5700000e+00	   4.4122291e+01	  -1.3100000e+02	  -1.1500000e+02	
   7.3645825e+05	   3.7800000e+00	   1.3771198e+02	  -3.7000000e+01	  -2.2000000e+01	
   7.3645829e+05	   3.7300000e+00	   1.7977872e+02	   6.4000000e+01	   8.0000000e+00	
   7.3645833e+05	   5.0600000e+00	   3.2715653e+02	   1.4700000e+02	   1.2900000e+02	
   7.3645838e+05	   3.3400000e+00	   5.1724614e+02	   1.8400000e+02	   2.2200000e+02	
   7.3645842e+05	   2.5000000e+00	   8.0069659e+02	   1.3100000e+02	   1.9400000e+02	
   7.3645846e+05	   3.3400000e+00	   4.8525645e+02	   1.3900000e+02	   2.8100000e+02	
   7.3645850e+05	   4.0300000e+00	   1.4204455e+02	   9.5000000e+01	   1.6700000e+02	
   7.3645854e+05	   4.7200000e+00	   1.2894800e+02	   1.1200000e+02	   1.0600000e+02	
   7.3645858e+05	   3.9800000e+00	   1.7001266e+02	  -7.1000000e+01	  -5.1000000e+01	
   7.3645863e+05	   3.8500000e+00	   3.6776345e+02	  -1.8700000e+02	  -1.7200000e+02	
   7.3645867e+05	   3.6000000e+00	   4.9258744e+02	  -1.9700000e+02	  -1.7300000e+02	
   7.3645871e+05	   3.9100000e+00	   1.7990318e+02	  -1.0400000e+02	  -1.4800000e+02	
   7.3645875e+05	   4.0300000e+00	   4.6106804e+01	  -4.0000000e+01	  -6.4000000e+01	
   7.3645879e+05	   3.7900000e+00	   1.1718318e+00	   5.0000000e+00	   1.8000000e+01	
   7.3645883e+05	   4.1100000e+00	  -4.0558271e-02	   1.0100000e+02	   1.0100000e+02	
   7.3645888e+05	   4.0000000e+00	  -4.6792641e-02	   1.7900000e+02	   1.9300000e+02	
   7.3645892e+05	   3.5100000e+00	  -5.3863839e-02	   2.1100000e+02	   1.9100000e+02	
   7.3645896e+05	   3.1100000e+00	  -4.4951619e-02	   6.3000000e+01	   1.2300000e+02	
   7.3645900e+05	   3.2000000e+00	  -5.6876420e-02	   7.0000000e+01	   5.2000000e+01	
   7.3645904e+05	   3.2700000e+00	  -6.5914164e-02	  -2.3000000e+01	  -3.6000000e+01	
   7.3645908e+05	   3.2400000e+00	  -7.3389829e-02	  -2.3400000e+02	  -1.3800000e+02	
   7.3645913e+05	   3.1500000e+00	  -6.7099671e-02	  -2.4800000e+02	  -1.9500000e+02	
   7.3645917e+05	   3.2000000e+00	   7.8187890e-01	  -2.5600000e+02	  -1.7300000e+02	
   7.3645921e+05	   3.3800000e+00	   1.0858908e+02	  -2.2600000e+02	  -1.5500000e+02	
   7.3645925e+05	   3.4700000e+00	   5.9831513e+02	  -7.9000000e+01	  -1.1300000e+02	
   7.3645929e+05	   2.6400000e+00	   9.8638589e+02	  -3.6000000e+01	  -3.7000000e+01	
   7.3645933e+05	   2.6600000e+00	   1.3226928e+03	             NaN	             NaN	
   7.3645938e+05	   1.9100000e+00	   1.7551519e+03	   1.6000000e+02	   1.1600000e+02	
   7.3645942e+05	   1.9900000e+00	   1.8941216e+03	   1.5400000e+02	   1.3600000e+02	
   7.3645946e+05	   1.5700000e+00	   2.0419715e+03	   1.6000000e+02	   1.6000000e+01	
   7.3645950e+05	   2.5300000e+00	   1.0231254e+03	   7.8000000e+01	   9.0000000e+00	
   7.3645954e+05	   3.3200000e+00	   7.3755928e+02	   5.2000000e+01	   6.6000000e+01	
   7.3645958e+05	   1.8000000e+00	   1.7774342e+03	  -3.9000000e+01	  -5.8000000e+01	
   7.3645963e+05	   1.6700000e+00	   1.2626256e+03	  -1.2900000e+02	  -1.5000000e+02	
   7.3645967e+05	   3.2600000e+00	   5.0991945e+02	  -2.4000000e+02	  -1.9400000e+02	
   7.3645971e+05	   3.8200000e+00	   2.3891795e+02	  -1.7700000e+02	  -1.7900000e+02	
   7.3645975e+05	   3.5400000e+00	   9.9060600e+01	  -1.1600000e+02	  -1.3700000e+02	
   7.3645979e+05	   3.4900000e+00	   1.6956777e+00	  -4.7000000e+01	  -1.3100000e+02	
   7.3645983e+05	   3.4100000e+00	  -2.7434016e-02	  -2.7000000e+01	   4.7000000e+01	
   7.3645988e+05	   3.2800000e+00	  -4.4923725e-02	   1.0400000e+02	   1.3000000e+02	
   7.3645992e+05	   3.5000000e+00	  -4.5049249e-02	   1.8200000e+02	   2.3700000e+02	
   7.3645996e+05	   3.3300000e+00	  -5.4156728e-02	   2.1700000e+02	   1.6600000e+02	
   7.3646000e+05	   3.2100000e+00	  -5.5272499e-02	   1.1200000e+02	   6.8000000e+01	
   7.3646004e+05	   2.8500000e+00	  -5.4338041e-02	   2.7000000e+01	   2.3000000e+01	
   7.3646008e+05	   2.7700000e+00	  -6.3557098e-02	             NaN	             NaN	
   7.3646013e+05	   3.2700000e+00	  -5.2245971e-02	  -1.2100000e+02	  -1.1500000e+02	
   7.3646017e+05	   3.0900000e+00	   1.0344168e+00	  -1.9300000e+02	  -1.7000000e+02	
   7.3646021e+05	   3.5600000e+00	   1.1299611e+02	  -2.2500000e+02	  -2.2000000e+02	
   7.3646025e+05	   2.4300000e+00	   4.6081758e+02	  -1.8800000e+02	  -2.0200000e+02	
   7.3646029e+05	   1.7600000e+00	   9.2756078e+02	  -1.2300000e+02	  -1.2300000e+02	
   7.3646033e+05	   1.5600000e+00	   1.3018964e+03	  -2.4000000e+01	  -4.8000000e+01	
   7.3646038e+05	   2.0500000e+00	   1.5471257e+03	   4.0000000e+01	   7.4000000e+01	
   7.3646042e+05	   1.2000000e+00	   1.7567304e+03	   1.3800000e+02	   1.0700000e+02	
   7.3646046e+05	   1.1800000e+00	   1.9152009e+03	   1.5100000e+02	   1.5400000e+02	
   7.3646050e+05	   1.1600000e+00	   1.8717985e+03	   1.6600000e+02	   1.1100000e+02	
   7.3646054e+05	   1.1300000e+00	   1.7924035e+03	   1.1000000e+02	  -2.2000000e+01	
   7.3646058e+05	   1.1200000e+00	   1.5644167e+03	   2.6000000e+01	   4.0000000e+01	
   7.3646063e+05	   1.1200000e+00	   1.2894370e+03	  -3.8000000e+01	  -3.3000000e+01	
   7.3646067e+05	   1.3200000e+00	   9.9048171e+02	  -1.4800000e+02	  -5.8000000e+01	
   7.3646071e+05	   2.1900000e+00	   5.9466844e+02	  -1.1500000e+02	  -8.0000000e+01	
   7.3646075e+05	   3.0800000e+00	   1.9948996e+02	  -1.8200000e+02	  -1.2800000e+02	
   7.3646079e+05	   3.2300000e+00	   2.2423542e+00	  -8.3000000e+01	  -4.2000000e+01	
   7.3646083e+05	   3.6800000e+00	  -4.0879055e-02	   1.2000000e+01	   3.2000000e+01	
   7.3646088e+05	   3.2700000e+00	  -4.8842870e-02	  -6.0000000e+00	   2.4000000e+01	
   7.3646092e+05	   3.1100000e+00	  -3.9145042e-02	   1.2800000e+02	   1.3200000e+02	
   7.3646096e+05	   2.8600000e+00	  -4.1911143e-02	   1.7500000e+02	   1.9100000e+02	
   7.3646100e+05	   3.1500000e+00	  -6.3738411e-02	   1.5000000e+02	   1.2300000e+02	
   7.3646104e+05	   3.0000000e+00	  -6.5579433e-02	   7.7000000e+01	   2.7000000e+01	
   7.3646108e+05	   2.7700000e+00	  -5.7434305e-02	   1.2000000e+01	   3.1000000e+01	
   7.3646113e+05	   2.6800000e+00	  -7.5537688e-02	  -2.5000000e+01	  -7.0000000e+01	
   7.3646117e+05	   3.1400000e+00	   1.1910319e+00	  -1.2200000e+02	  -9.9000000e+01	
   7.3646121e+05	   3.5900000e+00	   1.2302158e+02	  -1.7400000e+02	  -1.5600000e+02	
   7.3646125e+05	   2.6500000e+00	   4.8057999e+02	  -2.0500000e+02	  -1.8900000e+02	
   7.3646129e+05	   1.5700000e+00	   8.9430989e+02	  -1.6600000e+02	  -1.5600000e+02	
   7.3646133e+05	   1.4700000e+00	   1.2984601e+03	  -1.1500000e+02	  -1.0400000e+02	
   7.3646138e+05	   1.3000000e+00	   1.6662962e+03	  -3.5000000e+01	  -2.3000000e+01	
   7.3646142e+05	   1.2000000e+00	   1.8496804e+03	   3.2000000e+01	  -1.4000000e+01	
   7.3646146e+05	   1.5400000e+00	   1.9511915e+03	   1.0400000e+02	   9.0000000e+01	
   7.3646150e+05	   1.3800000e+00	   1.9575639e+03	   1.1400000e+02	   1.4400000e+02	
   7.3646154e+05	   1.5200000e+00	   1.8400902e+03	   8.8000000e+01	   1.8300000e+02	
   7.3646158e+05	   1.3500000e+00	   1.5976437e+03	   7.0000000e+00	   3.9000000e+01	
   7.3646163e+05	   1.4600000e+00	   1.3210199e+03	   2.2000000e+01	   3.0000000e+00	
   7.3646167e+05	   1.6800000e+00	   9.9061045e+02	  -5.1000000e+01	  -2.7000000e+01	
   7.3646171e+05	   3.0000000e+00	   6.0205511e+02	  -7.1000000e+01	  -4.8000000e+01	
   7.3646175e+05	   3.5900000e+00	   1.9223205e+02	  -1.6400000e+02	  -8.7000000e+01	
   7.3646179e+05	   3.1900000e+00	  -2.0662709e+01	  -1.1700000e+02	  -1.0500000e+02	
   7.3646183e+05	   3.4500000e+00	  -2.9023990e-02	  -3.5000000e+01	   3.0000000e+00	
   7.3646188e+05	   3.5000000e+00	  -3.8382518e-02	   5.0000000e+00	   5.3000000e+01	
   7.3646192e+05	   3.2400000e+00	  -7.1116446e-02	   4.0000000e+00	   5.5000000e+01	
   7.3646196e+05	   3.3800000e+00	  -4.9707592e-02	   1.0100000e+02	   1.4400000e+02	
   7.3646200e+05	   3.4600000e+00	  -5.6165116e-02	             NaN	             NaN	
   7.3646204e+05	   3.1900000e+00	  -5.7824825e-02	   1.7300000e+02	   1.8100000e+02	
   7.3646208e+05	   3.1800000e+00	  -6.3152631e-02	   8.9000000e+01	   1.3400000e+02	
   7.3646213e+05	   3.3100000e+00	  -5.7099574e-02	   1.1000000e+01	   6.1000000e+01	
   7.3646217e+05	   3.3200000e+00	   1.4657182e+00	  -4.3000000e+01	   1.0000000e+01	
   7.3646221e+05	   3.5000000e+00	   1.4291481e+02	  -6.6000000e+01	  -1.0100000e+02	
   7.3646225e+05	   3.0000000e+00	   4.3501890e+02	  -1.6500000e+02	  -1.3400000e+02	
   7.3646229e+05	   2.0800000e+00	   8.2626340e+02	  -2.2000000e+02	  -1.7000000e+02	
   7.3646233e+05	   1.4600000e+00	   1.2275683e+03	  -1.4300000e+02	  -1.2000000e+02	
   7.3646238e+05	   1.2000000e+00	   1.5679773e+03	  -1.0300000e+02	  -1.1300000e+02	
   7.3646242e+05	   1.4200000e+00	   1.7977938e+03	  -2.9000000e+01	  -4.6000000e+01	
   7.3646246e+05	   1.9900000e+00	   1.9025932e+03	   4.2000000e+01	   2.5000000e+01	
   7.3646250e+05	   1.1200000e+00	   1.8600143e+03	   9.6000000e+01	   9.2000000e+01	
   7.3646254e+05	   1.3300000e+00	   1.6804068e+03	   1.3800000e+02	   9.1000000e+01	
   7.3646258e+05	   1.5200000e+00	   1.4607913e+03	   9.5000000e+01	   5.7000000e+01	
   7.3646263e+05	   1.8500000e+00	   1.1901864e+03	   5.3000000e+01	   2.0000000e+01	
   7.3646267e+05	   2.5100000e+00	   8.9069436e+02	  -4.9000000e+01	   6.0000000e+00	
   7.3646271e+05	   4.4600000e+00	   4.8892835e+02	  -4.2000000e+01	  -4.9000000e+01	
   7.3646275e+05	   4.8100000e+00	   1.1376794e+02	  -2.7000000e+01	  -6.0000000e+01	
   7.3646279e+05	   3.9700000e+00	   1.8167595e+00	  -1.0900000e+02	  -1.0700000e+02	
   7.3646283e+05	   3.9800000e+00	  -3.4774077e-02	  -1.5400000e+02	  -1.0300000e+02	
   7.3646288e+05	   4.2700000e+00	  -2.9827021e-02	  -1.8000000e+02	  -8.3000000e+01	
   7.3646292e+05	   4.6000000e+00	  -2.2859356e-02	  -1.9000000e+01	  -1.4000000e+01	
   7.3646296e+05	   4.2400000e+00	  -4.1060368e-02	   1.0000000e+00	   3.9000000e+01	
   7.3646300e+05	   4.0600000e+00	  -3.6792544e-02	   1.0300000e+02	   4.4000000e+01	
   7.3646304e+05	   3.9100000e+00	  -2.0502290e-02	   1.4700000e+02	   1.9000000e+02	
   7.3646308e+05	   3.4400000e+00	  -2.6555347e-02	   1.1300000e+02	   1.9100000e+02	
   7.3646313e+05	   3.6900000e+00	  -4.4686623e-02	   9.2000000e+01	   1.2900000e+02	
   7.3646317e+05	   3.6000000e+00	   1.4735288e+00	   4.7000000e+01	   5.9000000e+01	
   7.3646321e+05	   4.0100000e+00	   1.4627253e+02	  -4.0000000e+00	  -1.4000000e+01	
   7.3646325e+05	   3.2500000e+00	   3.9917250e+02	  -7.6000000e+01	  -1.1500000e+02	
   7.3646329e+05	   3.3000000e+00	   5.7072575e+02	  -1.6300000e+02	  -1.1400000e+02	
   7.3646333e+05	   2.2600000e+00	   8.9979105e+02	  -1.7800000e+02	  -1.7200000e+02	
   7.3646338e+05	   2.8900000e+00	   8.7025841e+02	  -1.4500000e+02	  -1.3800000e+02	
   7.3646342e+05	   3.7600000e+00	   5.9152728e+02	  -1.0500000e+02	  -6.1000000e+01	
   7.3646346e+05	   3.6800000e+00	   6.8218125e+02	   3.6000000e+01	   6.0000000e+00	
   7.3646350e+05	   4.9500000e+00	   4.1523029e+02	   1.2000000e+01	   3.7000000e+01	
   7.3646354e+05	   5.6200000e+00	   1.8146658e+02	   8.2000000e+01	   1.1900000e+02	
   7.3646358e+05	   6.9800000e+00	   2.3322982e+02	   1.1100000e+02	   1.0600000e+02	
   7.3646363e+05	   6.0000000e+00	   3.4571678e+02	   8.9000000e+01	   1.3400000e+02	
   7.3646367e+05	   5.7000000e+00	   6.6835080e+01	   4.8000000e+01	   6.0000000e+01	
   7.3646371e+05	   5.5900000e+00	   1.2812501e+02	  -1.3000000e+01	   3.3000000e+01	
   7.3646375e+05	   5.6400000e+00	   3.1956347e+01	  -2.9000000e+01	  -5.0000000e+00	
   7.3646379e+05	   5.3200000e+00	   5.4496036e-01	  -1.6400000e+02	  -7.7000000e+01	
   7.3646383e+05	   5.7300000e+00	  -3.6627587e-02	  -1.5100000e+02	  -9.9000000e+01	
   7.3646388e+05	   5.6500000e+00	  -3.2929188e-02	  -1.1700000e+02	  -1.3600000e+02	
   7.3646392e+05	   5.8000000e+00	  -2.9832924e-02	  -1.1000000e+02	  -7.8000000e+01	
   7.3646396e+05	   5.1800000e+00	  -3.0735859e-02	  -3.4000000e+01	   1.0000000e+01	
   7.3646400e+05	   5.8200000e+00	  -3.2468932e-02	   0.0000000e+00	   4.6000000e+01	
   7.3646404e+05	   6.1600000e+00	  -2.7373865e-02	   7.0000000e+01	   6.3000000e+01	
   7.3646408e+05	   5.8300000e+00	  -3.0498369e-02	   1.3100000e+02	   1.4500000e+02	
   7.3646413e+05	   5.1400000e+00	  -2.9808327e-02	   8.8000000e+01	   1.3300000e+02	
   7.3646417e+05	   5.3900000e+00	   1.2392685e+00	   6.3000000e+01	   1.3000000e+02	
   7.3646421e+05	   5.2700000e+00	   6.9072547e+01	   3.7000000e+01	   3.9000000e+01	
   7.3646425e+05	   5.7000000e+00	   2.7834181e+02	  -5.3000000e+01	   1.3000000e+01	
   7.3646429e+05	   2.8000000e+00	   9.2757999e+02	  -4.0000000e+01	  -1.0100000e+02	
   7.3646433e+05	   2.6600000e+00	   1.3356285e+03	  -1.4100000e+02	  -1.2300000e+02	
   7.3646438e+05	   1.4500000e+00	   1.6667852e+03	  -1.4400000e+02	  -1.4000000e+02	
   7.3646442e+05	   1.6700000e+00	   1.8934172e+03	  -9.8000000e+01	  -1.4800000e+02	
   7.3646446e+05	   1.0800000e+00	   1.9858834e+03	  -2.3000000e+01	  -5.2000000e+01	
   7.3646450e+05	   1.4000000e+00	   1.9102435e+03	   1.1000000e+01	   0.0000000e+00	
